PMID,Year,Title,Journal,DOI,PMC
2680290,1989,Carcinoma of the anal region.,Curr Probl Surg,10.1016/0011-3840(89)90027-0,
2781064,1989,[Carcinomatous neuropathy in recurrent rectal carcinoma. The results of radiotherapy and the role of CT].,Radiol Med,,
2779824,1989,[Preoperative staging of rectal cancer with computed tomography].,Minerva Med,,
2657857,1989,MRI of the gastrointestinal tract.,Radiol Clin North Am,,
2657851,1989,CT evaluation of carcinomas of the colon and rectum.,Radiol Clin North Am,,
2742713,1989,Nuclear morphometric measurements in rectal adenocarcinoma cells of patients of different races.,Anal Quant Cytol Histol,,
2746954,1989,[Usefulness and limitation of computed tomography in the diagnosis of rectal cancer].,Rinsho Hoshasen,,
2746952,1989,[Diagnosis of colon cancer (depth of invasion) by barium enema examination; present condition].,Rinsho Hoshasen,,
2740581,1989,[Groups at risk and early detection of cancer of the colon and rectum].,Rev Esp Enferm Apar Dig,,
2721301,1989,[The surgical anatomy of the genital nerves of the male and their preservation in excision of the rectum].,Chirurg,,
2925912,1989,The value of CT in rectal villous tumors.,J Comput Assist Tomogr,10.1097/00004728-198903000-00016,
2743189,1989,Preoperative computed tomography staging of rectal carcinoma.,Clin Imaging,10.1016/0899-7071(89)90122-8,
2654747,1989,[Pelviperineal recurrence after abdominoperineal amputation of the rectum in cancer].,Minerva Chir,,
2911656,1989,Suspected recurrent rectosigmoid carcinoma after abdominoperineal resection: MR imaging and histopathologic findings.,Radiology,10.1148/radiology.170.2.2911656,
2783844,1989,Scar or recurrent rectal cancer. Positron emission tomography is more helpful for diagnosis than immunoscintigraphy.,Arch Surg,10.1001/archsurg.1989.01410020067011,
2715977,1989,[Contribution of imaging in complications of colo-anal anastomoses. Apropos of 61 cases].,J Radiol,,
2654153,1989,[Prevention of radiation injuries of the small intestine with pelvic exclusion by polyglactin 910 mesh. Contribution to gynecologic and digestive cancer surgery].,J Chir (Paris),,
2537580,1989,Emergence of Na+-glucose cotransport in an epithelial secretory cell line sensitive to cholera toxin.,Am J Physiol,10.1152/ajpgi.1989.256.2.G335,
2913991,1989,How useful is pre-operative computerized tomography scanning in staging rectal cancer?,Aust N Z J Surg,10.1111/j.1445-2197.1989.tb01461.x,
2815694,1989,[Intravital study of lymph outflow in rectal cancer].,Vopr Onkol,,
2806824,1989,The diagnostic value of combining flexible sigmoidoscopy and double-contrast barium enema as a one-stage procedure.,Gastrointest Radiol,10.1007/BF01889237,
2806823,1989,Computed tomography of the rectum with water as contrast agent.,Gastrointest Radiol,10.1007/BF01889234,
2798810,1989,[Computed tomographic diagnosis of rectal tumors].,Radiol Diagn (Berl),,
2767081,1989,A rapid method for the determination of human CEA/mouse anti-CEA immune complexes in patients undergoing immunoscintigraphy.,Eur J Nucl Med,10.1007/BF00435473,
2746136,1989,A prospective study of the use of 111In-labelled monoclonal antibody against carcino-embryonic antigen in colorectal cancer and of some biological factors affecting its uptake.,Int J Colorectal Dis,10.1007/BF01646868,
2724360,1989,Magnetic resonance imaging of rectal carcinoma.,J Natl Med Assoc,,PMC2625909
2642789,1989,Early infective complications and late recurrent cancer in stapled colonic anastomoses.,Dis Colon Rectum,10.1007/BF02554722,
2642153,1989,[Immunoscintigraphy or intraoperative isotopic detection of colorectal neoplastic lesions using labelled monoclonal antibodies. Preliminary study. 20 cases].,Chirurgie,,
2587722,1989,[Computed tomography of recurrent rectal cancer with reference to guided fine-needle biopsy].,Radiol Diagn (Berl),,
2552386,1989,Colorectal adenocarcinoma in childhood and adolescent. Report of 11 cases and review of the literature.,Pediatr Radiol,10.1007/BF02389557,
2077134,1990,Rectal polyposis in tuberous sclerosis.,J Ment Defic Res,10.1111/j.1365-2788.1990.tb01558.x,
2278782,1990,Computed tomography of the urinary bladder shortly after radiation therapy for rectal carcinoma.,Acta Radiol,,
2267383,1990,[Opaque enema and radiography of defecation in the pre- and postoperative morpho-functional evaluation of rectal neoplasms].,Radiol Med,,
2259762,1990,Carcinoids of the gastrointestinal tract.,Radiographics,10.1148/radiographics.10.6.2259762,
2254116,1990,Combined chemotherapy--radiotherapy of anal cancer.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(90)90234-b,
2245571,1990,The accuracy of computed tomography of the liver in colo-rectal carcinoma.,Clin Radiol,10.1016/s0009-9260(05)82148-8,
2217794,1990,Rectal carcinoma: CT staging with water as contrast medium.,Radiology,10.1148/radiology.177.2.2217794,
2399313,1990,Internal hemorrhoids: diagnosis with double-contrast barium enema examinations.,Radiology,10.1148/radiology.177.1.2399313,
2219505,1990,[Rectoscopy and Hemoccult II in irritable colon. A prospective study].,Ugeskr Laeger,,
2400968,1990,Independent prognostic value of ploidy in colorectal cancer. A prospective study using image cytometry.,Cancer,10.1002/1097-0142(19900915)66:6<1168::aid-cncr2820660616>3.0.co;2-i,
2389016,1990,Preoperative staging of rectal carcinoma with MR imaging: surgical and histopathologic correlation.,Radiology,10.1148/radiology.176.3.2389016,
2389014,1990,Body MR imaging and the local staging of neoplasms.,Radiology,10.1148/radiology.176.3.2389014,
2255823,1990,Proctosigmoidoscopy in primary health care.,Scand J Prim Health Care,10.3109/02813439008994954,
2242746,1990,Rectal pseudotumor due to Chlamydia trachomatis in a male homosexual.,Endoscopy,10.1055/s-2007-1012857,
2244018,1990,Dose-volume correlation in radiation-related late small-bowel complications: a clinical study.,Radiother Oncol,10.1016/0167-8140(90)90111-9,
2214218,1990,[CT in colon cancer].,Rinsho Hoshasen,,
2286396,1990,"[Pelvic carcinomatous neuropathy: clinical, radiologic, therapeutic implications].",G Ital Oncol,,
2382027,1990,[Extra-abdominal spread of pelvic neoplasms. CT evaluation and radiotherapeutic implications].,Radiol Med,,
2343132,1990,Postirradiation changes in the pelvis: assessment with MR imaging.,Radiology,10.1148/radiology.175.3.2343132,
2208914,1990,[Initial experience with the use of oral gadolinium-DTPA in nuclear magnetic resonance tomography of the pelvis].,Digitale Bilddiagn,,
2359854,1990,[MR in rectal cancer recurrences].,Radiol Med,,
2334018,1990,Combined chemotherapy and radiotherapy for carcinomas of the anus.,Am J Surg,10.1016/s0002-9610(05)81260-7,
2242119,1990,Is there a preference for different ways of performing faecal occult blood tests?,Int J Colorectal Dis,10.1007/BF00298474,
2213699,1990,[Comparative study of MRI and x-ray computed tomography in the preoperative evaluation of rectal carcinoma].,J Radiol,,
2188307,1990,CT of malignant anal canal tumors.,Radiographics,10.1148/radiographics.10.3.2188307,
2183978,1990,Progress in the assessment of lymphatic spread in rectal cancer. Rectal endoscopic lymphoscintigraphy.,Dis Colon Rectum,10.1007/BF02156266,
1695545,1990,"Characterization of human colorectal mucosa, polyps, and cancers by means of computerized morphonuclear image analyses.",Cancer,10.1002/1097-0142(19900501)65:9<2047::aid-cncr2820650926>3.0.co;2-4,
2336014,1990,[Experimental studies of the possibilities of radioimmunodetection of cancer of the large intestine by subcutaneous administration of iodinated antibodies to intestinal antigen beta1-MA].,Med Radiol (Mosk),,
2323277,1990,A prospective study of the accuracy of preoperative computed tomographic staging of patients with biopsy-proven rectal carcinoma.,Dis Colon Rectum,10.1007/BF02055469,
2315476,1990,"In-111-labeled monoclonal antibody immunoscintigraphy in colorectal carcinoma: safety, sensitivity, and preliminary clinical results.",Radiology,10.1148/radiology.175.1.2315476,
2115813,1990,[Intra-arterial chemotherapy in inoperable and recurrent rectal tumors].,Bratisl Lek Listy,,
2329866,1990,[Clinical application of radioimmunolocalization in colorectal cancer].,Med Clin (Barc),,
2326737,1990,[In vivo determination of tumor volume: what does a CT-based calculation mean in recurrences of rectal carcinoma?].,Strahlenther Onkol,,
2306185,1990,Comparison of magnetic resonance imaging and computed tomography in the preoperative staging of rectal cancer.,Arch Surg,10.1001/archsurg.1990.01410150107019,
2320873,1990,[Methodologic optimization of computerized tomography diagnosis of the large intestine].,Rontgenblatter,,
2302062,1990,Indium 111 ZCE-025 immunoscintigraphy in occult recurrent colorectal cancer with elevated carcinoembryonic antigen level.,Arch Surg,10.1001/archsurg.1990.01410140104017,
2391887,1990,[Informative value of special examinations in establishing spreading of sigmoid colon and rectal cancer].,Klin Khir (1962),,
2313926,1990,[MRI of lymphedema using short-TI-IR (STIR)].,Rinsho Hoshasen,,
2300891,1990,Photon-neutron therapy for recurrent colorectal cancer--follow up and preliminary results.,Strahlenther Onkol,,
2300889,1990,Quantification of subcutaneous fibrosis after combined photon neutron therapy.,Strahlenther Onkol,,
2296605,1990,Tumor trapping of 5-fluorouracil: in vivo 19F NMR spectroscopic pharmacokinetics in tumor-bearing humans and rabbits.,Proc Natl Acad Sci U S A,10.1073/pnas.87.1.492,PMC53290
2294807,1990,Postoperative surveillance of patients with carcinoma of the colon and rectum.,Am Surg,,
2281647,1990,[Radionuclide visualization of cancer of the large intestine using antibodies to intestinal antigen beta-1 MA].,Vopr Onkol,,
2238957,1990,[The value of positron emission tomography in the diagnosis of recurrent rectal cancer].,Zentralbl Chir,,
2090187,1990,The role of CEA and liver function tests in the detection of hepatic metastases from colo-rectal cancer.,HPB Surg,10.1155/1990/87874,PMC2442975
1964231,1990,"[Cell nucleus analyses on the heterogenicity, proliferation and metastasis of malignant tumors].",Acta Histochem Suppl,,
1689079,1990,"Neutron therapy (dT, 14 MeV) for recurrence of rectal cancer: interim analysis from Münster.",Strahlenther Onkol,,
1657360,1991,Prevention of radiation enteritis by an absorbable polyglycolic acid mesh sling. A 60-case multicentric study.,Cancer,10.1002/1097-0142(19911215)68:12<2545::aid-cncr2820681202>3.0.co;2-f,
1792183,1991,Morphology of lymph nodes in the resected rectum of patients with rectal carcinoma.,Pathol Res Pract,10.1016/S0344-0338(11)81075-7,
1787583,1991,[Diagnostic ability of barium enema examination for the protruded lesions of the large intestine and rectum].,Nihon Rinsho,,
1787564,1991,[Polyps of the colon and rectum].,Nihon Rinsho,,
1924789,1991,Rectal carcinoma: staging at MR imaging with endorectal surface coil. Work in progress.,Radiology,10.1148/radiology.181.2.1924789,
1770281,1991,Anastomotic leaks in colorectal cancer surgery: a risk factor for recurrence?,Int J Colorectal Dis,10.1007/BF00341385,
1781195,1991,[Value of magnetic resonance tomography in gastroenterological diagnosis].,Z Gastroenterol,,
1745934,1991,[The potentialities of MRT in radiation planning for rectal cancer].,Rontgenpraxis,,
1914737,1991,Predictive value of a negative computed tomographic scan in 100 patients with rectal carcinoma.,Dis Colon Rectum,10.1007/BF02051063,
1880564,1991,Assessment of response to cancer therapy using fluorine-18-fluorodeoxyglucose and positron emission tomography.,J Nucl Med,,
1799040,1991,[Computed tomography in the diagnosis of colorectal cancer].,Vestn Rentgenol Radiol,,
1764342,1991,Application of single-photon emission computed tomography (SPECT) with 99mTc-MAA in evaluation of perfusion patterns during hepatic infusion chemotherapy.,Ann Nucl Med,10.1007/BF03164625,
2068294,1991,Hepatic colorectal metastases: correlation of MR imaging and pathologic appearance.,Radiology,10.1148/radiology.180.2.2068294,
1768746,1991,[Diagnosis using monoclonal antibody imaging in the clinical follow-up of colorectal cancer].,An Med Interna,,
2066784,1991,Anti-carcinoembryonic antigen immunoscintigraphy (technetium-99m-monoclonal antibody BW 431/26) and serum CEA levels in patients with suspected primary and recurrent colorectal carcinoma.,J Nucl Med,,
1854610,1991,Angiotensin II as a potential method of targeting cytotoxic-loaded microspheres in patients with colorectal liver metastases.,Br J Cancer,10.1038/bjc.1991.252,PMC1977313
1772696,1991,Physiological considerations in imaging liver metastases from colorectal carcinoma.,Am J Physiol Imaging,,
1711439,1991,Use of photodynamic therapy in the palliation of massive advanced rectal cancer. Phase I/II study.,Dis Colon Rectum,10.1007/BF02049901,
2056836,1991,[Double contrast colon radiography plus rectosigmoidoscopy. The combination method is necessary for the diagnosis of colorectal neoplasms].,Lakartidningen,,
1894710,1991,[Radiologic-surgical treatment of cancer of the rectum].,J Chir (Paris),,
1859783,1991,Contrast material for computed tomography and magnetic resonance imaging of the gastrointestinal tract.,Curr Opin Radiol,,
2040527,1991,"Patients treated with a monoclonal antibody (ab1) to the colorectal carcinoma antigen 17-1A develop a cellular response (DTH) to the ""internal image of the antigen"" (ab2).",Int J Cancer,10.1002/ijc.2910480306,
1870955,1991,[Computed tomographic evaluation of thickness of perirectal fascia in rectal cancer treated by preoperative radiotherapy--diagnostic value for prediction of local recurrence].,Nihon Igaku Hoshasen Gakkai Zasshi,,
2039134,1991,Anastomotic recurrence of carcinoma of the colon and rectum. The value of endoscopy and serum CEA levels.,Am Surg,,
1875118,1991,Alterations in anorectal function after anterior resection for cancer of the rectum.,Int J Colorectal Dis,10.1007/BF00300205,
2007350,1991,What affects continence after anterior resection of the rectum?,Dis Colon Rectum,10.1007/BF02050593,
2004962,1991,Decreasing gastrointestinal morbidity with the use of small bowel contrast during treatment planning for pelvic irradiation.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(91)90031-x,
